,experience_level,employment_type,job_title,company_location,company_size
2552,SE,FT,Data Analyst,US,M
135,MI,FT,Data Engineer,US,M
236,SE,FT,Data Engineer,US,M
1500,SE,FT,Data Engineer,US,M
3441,SE,FT,Data Engineer,US,M
737,EN,FT,AI Developer,SE,M
3388,SE,FT,Data Analyst,US,M
2088,SE,FT,Data Engineer,US,M
2157,MI,FT,Data Scientist,US,M
3753,EN,CT,Business Data Analyst,US,L
3290,SE,FT,Data Analyst,CA,M
3637,SE,FT,Lead Data Engineer,US,S
616,EN,FT,Data Engineer,US,M
1480,EN,FT,Data Scientist,US,M
1493,SE,FT,Data Engineer,US,M
1702,MI,FT,Data Scientist,US,M
1592,SE,FT,Data Scientist,US,M
827,SE,FT,Data Analyst,US,M
1887,SE,FT,Data Scientist,US,M
923,SE,FT,Data Engineer,US,M
3741,MI,FT,Data Scientist,US,M
242,SE,FT,Data Scientist,US,L
357,SE,FT,Data Scientist,US,M
375,SE,FT,Data Analytics Manager,US,M
3481,EN,PT,Data Scientist,DZ,M
922,SE,FT,Data Engineer,US,M
1130,SE,FT,Machine Learning Engineer,US,M
3169,SE,FT,Data Engineer,US,L
264,SE,FT,Data Scientist,ES,M
1746,EN,FT,Data Scientist,US,M
1659,SE,FT,Machine Learning Engineer,US,M
3576,EN,PT,ML Engineer,DE,S
2148,SE,FT,Machine Learning Software Engineer,CA,M
3323,SE,FT,Data Engineer,US,M
169,SE,FT,Analytics Engineer,US,M
796,MI,FT,Data Analytics Manager,US,M
2614,SE,FT,Data Engineer,US,M
363,SE,FT,Data Scientist,US,M
1397,EX,FT,Head of Data Science,US,M
240,SE,FT,Data Scientist,US,M
1929,SE,FT,Data Engineer,US,M
1295,SE,FT,Data Analyst,US,M
2832,EX,FT,Data Engineer,US,M
395,EN,FT,Data Engineer,US,M
306,SE,FT,Data Scientist,US,M
1065,SE,FT,Data Analyst,US,M
2621,SE,FT,Data Science Consultant,US,M
3678,MI,FT,Data Scientist,IN,M
2755,SE,FT,Data Analyst,US,M
2725,SE,FT,Data Scientist,US,L
1357,SE,FT,Data Engineer,US,M
1943,MI,FT,Data Engineer,US,M
948,SE,FT,Data Analyst,US,M
19,MI,FT,Data Analyst,US,M
288,SE,FT,Data Scientist,US,M
305,SE,FT,Data Engineer,US,M
2540,SE,FT,Data Engineer,US,M
459,SE,FT,Data Engineer,US,M
3279,SE,FT,Data Science Manager,US,M
2017,EN,FT,BI Data Analyst,DE,L
1074,SE,FT,Data Scientist,US,M
3644,EN,FT,Big Data Engineer,IN,L
548,SE,FT,Data Engineer,US,M
16,SE,FT,Data Modeler,US,M
1014,SE,FT,Machine Learning Engineer,US,M
3720,MI,FT,Big Data Engineer,MD,S
3191,SE,FT,Data Analyst,US,M
3746,MI,FT,Data Scientist,IL,M
3293,SE,FT,Data Engineer,US,L
2392,SE,FT,Data Engineer,US,M
828,SE,FT,Data Analyst,US,M
3423,MI,FT,Data Scientist,IN,L
3721,SE,FL,Computer Vision Engineer,US,S
1351,SE,FT,BI Developer,US,M
3246,SE,FT,Data Analyst,US,M
2428,SE,FT,Data Engineer,US,M
1188,SE,FT,Machine Learning Engineer,US,M
1477,SE,FT,Data Engineer,US,L
74,SE,FT,Computer Vision Engineer,US,M
8,SE,FT,Data Scientist,CA,M
886,MI,FT,Data Engineer,US,M
3611,MI,FT,Data Architect,US,L
697,SE,FT,Data Scientist,US,M
1729,MI,FT,Research Engineer,US,M
3744,SE,FT,Machine Learning Engineer,HR,S
2770,SE,FT,Data Scientist,US,M
2905,SE,FT,Data Scientist,US,M
583,MI,FT,Data Scientist,GB,M
2833,EX,FT,Data Engineer,US,M
91,SE,FT,Data Scientist,ES,M
218,SE,FT,Applied Data Scientist,FI,M
2201,SE,FT,Data Engineer,US,M
1454,SE,FT,Data Analyst,US,M
2322,SE,FT,Data Engineer,US,M
3306,SE,FT,Data Analyst,US,M
2953,MI,FT,Data Scientist,US,M
1691,SE,FT,Data Engineer,US,M
952,SE,FT,Data Engineer,US,M
1625,SE,FT,Data Scientist,US,M
2493,SE,FT,Data Scientist,US,M
915,SE,FT,Data Scientist,US,M
2480,SE,FT,Data Scientist,US,M
2854,SE,FT,Data Engineer,US,M
704,MI,FT,Data Analyst,US,M
2429,SE,FT,Data Engineer,US,M
809,SE,FT,BI Analyst,US,M
199,SE,FT,Data Architect,US,M
846,MI,FT,Research Scientist,US,M
3227,MI,FT,Data Engineer,US,M
2053,SE,FT,Data Scientist,US,M
3553,EN,FT,Data Analyst,US,M
956,SE,FT,Research Scientist,US,M
3026,MI,FT,BI Data Analyst,DE,S
3319,SE,FT,Data Scientist,US,L
2383,SE,FT,Machine Learning Engineer,US,M
2685,SE,CT,Data Analyst,US,M
3679,MI,FT,Data Scientist,GB,L
2010,SE,FT,Machine Learning Engineer,MX,M
405,EN,FT,Research Engineer,US,M
2593,MI,FT,Data Analyst,US,M
2967,MI,FT,Machine Learning Engineer,GB,L
2419,MI,FT,Data Engineer,US,M
284,SE,FT,Data Scientist,US,M
1923,SE,FT,Data Engineer,US,M
2809,SE,FT,Data Engineer,US,M
3121,SE,FT,Data Scientist,US,L
188,SE,FT,Data Engineer,US,M
783,SE,FT,Machine Learning Engineer,US,M
1971,SE,FT,Data Engineer,US,M
1692,SE,FT,Data Scientist,US,M
1311,SE,FT,Research Scientist,US,M
1530,SE,FT,Data Engineer,US,M
800,SE,FT,Data Architect,US,M
2303,SE,FT,Data Analyst,US,M
3196,MI,FT,Data Analyst,GB,M
621,MI,FT,Data Engineer,US,M
1193,SE,FT,Data Scientist,US,M
909,MI,FT,Machine Learning Infrastructure Engineer,US,M
3639,SE,FT,Machine Learning Engineer,IN,L
3459,MI,FT,Research Scientist,AT,L
3067,EX,FT,Data Science Manager,US,M
1291,MI,FT,Data Analyst,US,M
576,SE,FT,Data Engineer,CA,M
3231,MI,FT,Data Science Manager,US,M
3735,EN,PT,AI Scientist,US,S
2451,EN,FT,Data Engineer,GB,M
1866,MI,FT,Data Engineer,US,M
1521,SE,FT,BI Analyst,US,M
2962,SE,FT,Data Engineer,US,M
1233,SE,FT,Data Engineer,US,M
3626,EN,FT,Data Scientist,US,L
3499,EN,FT,Data Analyst,US,M
2003,SE,FT,Data Engineer,US,M
14,EN,FT,Applied Scientist,US,L
3360,SE,FT,Data Scientist,US,M
1783,SE,FT,Data Scientist,US,M
253,SE,FT,Data Analyst,US,M
186,EN,FT,Data Analyst,US,M
2859,SE,FT,Data Engineer,US,M
2189,SE,FT,Data Engineer,US,M
1677,SE,FT,Data Scientist,US,M
2534,SE,FT,Data Engineer,US,M
2219,SE,FT,Analytics Engineer,US,M
465,MI,FT,Data Architect,US,M
2247,SE,FT,Data Engineer,US,M
2225,SE,FT,Data Engineer,US,M
3458,EN,FT,Data Engineer,DE,M
1933,EX,FT,Data Engineer,US,M
1277,MI,FT,Data Analyst,GB,M
1335,MI,FT,Data Scientist,US,M
3610,MI,FT,Head of Data Science,US,S
2269,MI,FT,Data Engineer,US,M
3281,SE,FT,Data Scientist,US,M
1926,MI,FT,Data Engineer,GB,M
3251,SE,FT,Data Engineer,US,M
2723,SE,FT,Data Analyst,US,M
2496,SE,FT,Data Analyst,US,M
118,SE,FT,Analytics Engineer,US,M
1704,MI,FT,Machine Learning Research Engineer,GB,L
1710,MI,FT,Machine Learning Engineer,GB,M
2634,SE,FT,Data Engineer,US,M
2797,SE,FT,Data Architect,US,M
875,MI,FT,Data Engineer,US,M
3054,SE,FT,Data Scientist,US,L
960,SE,FT,Data Engineer,US,M
2152,SE,FT,ML Engineer,US,M
2524,EN,FT,Data Scientist,US,M
3697,EX,FT,Director of Data Science,US,L
2578,EN,FT,Power BI Developer,IN,L
477,SE,FT,Data Engineer,US,M
3396,SE,FT,Data Scientist,US,M
557,SE,FT,Data Analyst,US,M
3342,SE,FT,Data Architect,US,M
159,SE,FT,Data Engineer,US,M
1091,MI,FT,Deep Learning Engineer,US,M
1912,MI,FT,Data Analyst,US,M
807,SE,FT,Data Engineer,US,M
427,SE,FT,Machine Learning Engineer,US,M
3102,MI,FT,Data Scientist,GB,M
1373,SE,FT,Data Engineer,US,M
790,MI,FT,Data Scientist,US,M
713,MI,FT,Financial Data Analyst,US,L
2016,SE,FT,Data Analyst,US,M
2281,SE,FT,Data Science Manager,US,M
505,SE,FT,Machine Learning Engineer,US,M
2615,SE,FT,Data Engineer,US,M
147,SE,FT,Data Engineer,US,M
1778,SE,FT,Data Scientist,CA,M
500,SE,FT,Data Engineer,US,M
121,SE,FT,Machine Learning Engineer,US,M
1015,SE,FT,Data Architect,US,M
464,SE,FT,Data Scientist,US,M
823,SE,FT,Data Scientist,US,M
1792,SE,FT,Data Scientist,CA,M
3542,MI,FT,Data Engineer,PL,L
2676,SE,FT,Data Analyst,ES,M
1264,EX,FT,Data Engineer,US,M
3552,SE,FT,Lead Data Analyst,US,L
864,EN,FT,Data Analyst,US,M
1686,SE,FT,BI Developer,US,M
2413,MI,FT,Data Analyst,US,M
659,SE,FT,Cloud Database Engineer,US,L
468,SE,FT,Data Scientist,US,M
838,MI,FT,Data Engineer,MX,M
1911,MI,FT,Data Analyst,US,M
1523,MI,FT,Data Analyst,US,M
2182,SE,FT,Data Analyst,US,M
2488,SE,FT,Data Analyst,US,M
2908,SE,FT,Data Analyst,US,L
2522,EX,FT,Analytics Engineer,US,M
1111,EN,FT,Data Analyst,US,M
454,MI,FT,Data Analyst,GB,M
2011,MI,FT,Data Analyst,GB,M
2074,MI,FT,Machine Learning Engineer,US,M
2377,SE,FT,Data Analyst,US,M
3589,EN,FT,Data Scientist,IN,M
3090,SE,FT,Data Scientist,US,L
688,SE,FT,Data Science Manager,US,M
3624,SE,FT,Data Scientist,TR,L
1716,SE,FT,Data Scientist,US,M
2916,EX,FT,AI Scientist,US,S
3047,SE,FT,Machine Learning Engineer,US,L
1989,MI,FT,Data Engineer,US,M
194,SE,FT,Data Scientist,US,M
728,MI,FT,ML Engineer,US,M
951,SE,FT,Data Engineer,US,M
452,SE,FT,Data Engineer,US,M
2990,SE,FT,Machine Learning Engineer,US,M
2044,MI,FT,Data Analyst,US,M
978,SE,FT,Data Analyst,US,M
1513,MI,FT,Data Engineer,US,M
485,MI,FT,Research Scientist,US,M
929,MI,FT,Data Engineer,US,M
596,MI,FT,Data Engineer,US,M
919,SE,FT,Data Analyst,US,M
1913,SE,FT,Applied Scientist,US,M
1986,SE,FT,Research Scientist,US,M
1566,SE,FT,Data Analyst,ES,M
3397,SE,FT,Data Scientist,US,M
1606,EX,FT,Data Scientist,US,M
303,SE,FT,Data Scientist,US,M
717,SE,FT,Data Scientist,US,M
1100,SE,FT,Data Scientist,US,M
705,MI,FT,Data Engineer,GB,M
3249,SE,FT,Data Engineer,US,M
2495,SE,FT,Data Scientist,US,M
2190,SE,FT,Data Engineer,US,M
438,SE,FT,Data Scientist,IE,M
256,SE,FT,Data Analyst,US,M
3546,EN,FT,Data Analyst,FR,M
3125,MI,FT,Data Analyst,SG,M
1045,SE,FT,Data Analyst,US,M
1068,MI,FT,Applied Machine Learning Engineer,US,M
1995,EN,FT,Data Engineer,US,M
528,SE,FT,AI Scientist,IL,L
2926,SE,FT,Data Scientist,US,M
1386,MI,FT,Research Scientist,IN,L
437,SE,FT,Data Scientist,IE,M
1840,SE,FT,Applied Machine Learning Scientist,US,M
3682,EN,FT,Data Engineer,JP,S
2903,SE,FT,Data Engineer,GB,M
2669,SE,FT,Data Analyst,US,M
814,SE,FT,Data Engineer,US,M
845,MI,FT,Research Scientist,US,M
970,MI,FT,Research Scientist,US,M
3471,MI,FT,Data Engineer,FR,M
2802,SE,FT,Data Engineer,US,M
2504,SE,FT,Data Engineer,US,M
1928,SE,FT,Data Engineer,US,M
1208,EN,FT,Research Engineer,GB,M
2092,SE,FT,Data Engineer,US,M
3411,EX,FT,Data Engineer,US,M
950,SE,FT,Data Engineer,US,M
1337,MI,FT,Data Engineer,ES,M
668,SE,FT,Data Scientist,US,M
2283,SE,FT,Data Scientist,US,M
1654,MI,FT,Data Engineer,ES,M
1197,EN,FT,Data Analyst,US,M
2599,SE,FT,Data Scientist,US,M
2427,SE,FT,Cloud Data Engineer,SK,S
2202,SE,FT,Data Engineer,US,M
1953,SE,FT,Data Scientist,ES,M
3705,EN,FT,Big Data Engineer,CH,L
3513,EN,FT,Data Engineer,US,L
3257,SE,FT,Data Analyst,US,M
3136,SE,FT,Machine Learning Engineer,US,L
761,SE,FT,Machine Learning Engineer,US,M
2940,MI,FT,BI Data Analyst,AU,M
263,SE,FT,Data Analyst,US,M
2298,SE,FT,Applied Scientist,US,M
3716,MI,FL,Machine Learning Scientist,PK,M
1788,SE,FT,Data Scientist,US,M
1906,SE,FT,Data Engineer,US,M
3475,MI,FT,ML Engineer,JP,S
787,SE,FT,Machine Learning Engineer,US,M
547,SE,FT,Data Engineer,US,M
1722,SE,FT,Data Engineer,US,M
123,SE,FT,Analytics Engineer,US,M
1660,SE,FT,Machine Learning Engineer,US,M
2205,EN,FT,Machine Learning Research Engineer,DE,L
1811,EN,FT,Data Scientist,US,M
1319,MI,FT,Machine Learning Engineer,GB,M
308,SE,FT,Data Analyst,US,M
1408,SE,FT,Data Manager,US,M
2666,SE,FT,Data Engineer,US,M
60,SE,FT,Data Engineer,US,M
1334,SE,FT,Research Engineer,US,M
2740,SE,FT,Data Scientist,US,M
79,SE,FT,Data Engineer,US,M
2697,SE,FT,Analytics Engineer,US,M
2900,SE,FT,Data Scientist,US,M
542,SE,FT,Data Scientist,US,M
63,SE,FT,Data Scientist,US,M
3164,MI,FT,Data Engineer,GB,M
623,SE,FT,Data Engineer,US,M
2871,EN,FT,Data Scientist,DE,M
3311,EX,FT,Head of Data Science,US,M
3703,MI,FT,Data Scientist,BR,S
2856,SE,FT,Data Engineer,US,M
2469,SE,FT,Data Analyst,US,M
3214,MI,FT,Data Engineer,ES,M
2356,SE,FT,Applied Scientist,US,M
2125,SE,FT,Data Engineer,US,M
1336,MI,FT,Data Scientist,US,M
72,SE,FT,Data Scientist,US,M
1974,SE,FT,Data Analyst,US,M
3302,SE,FT,Data Engineer,US,M
1763,SE,FT,Data Engineer,US,M
2215,MI,FT,Data Analyst,US,L
394,SE,FT,Data Scientist,ES,M
3567,EN,FT,Data Engineer,IN,L
2052,SE,FT,Data Scientist,US,M
1505,SE,FT,Data Engineer,US,M
1374,EX,FT,Data Engineer,US,M
2872,EN,FT,Data Analyst,IN,L
1288,SE,FT,Data Analyst,US,M
138,EN,FT,Data Engineer,US,M
954,MI,FT,Data Analytics Manager,US,M
848,SE,FT,Machine Learning Engineer,US,M
571,SE,FT,Data Analyst,US,M
3447,SE,FT,Research Scientist,FR,L
3217,SE,FT,Data Scientist,US,M
2991,SE,FT,Machine Learning Engineer,US,M
219,MI,FT,AI Developer,FI,M
1988,SE,FT,Data Engineer,US,M
3160,SE,FT,Data Analyst,US,M
2808,SE,FT,Data Engineer,US,M
3472,MI,FT,Data Scientist,US,S
3432,MI,FT,Data Scientist,US,L
137,EN,FT,Data Engineer,US,M
1784,SE,FT,Data Architect,US,M
3448,EN,FT,Data Scientist,AU,M
1595,MI,FT,Data Scientist,TH,L
1492,SE,FT,Data Engineer,US,M
2543,SE,FT,Data Engineer,US,M
3404,SE,FT,Machine Learning Engineer,US,M
1591,SE,FT,Data Scientist,US,M
1648,SE,FT,Data Engineer,US,M
1696,SE,FT,Data Engineer,US,M
166,SE,FT,Machine Learning Engineer,US,M
1626,SE,FT,Machine Learning Engineer,US,M
410,SE,FT,Data Scientist,US,M
497,SE,FT,Data Engineer,US,M
323,SE,FT,AI Developer,CA,S
2403,SE,FT,Data Analyst,US,M
187,EN,FT,Data Analyst,US,M
1774,SE,FT,Computer Vision Engineer,US,M
876,MI,FT,Data Analyst,GB,M
533,SE,FT,Data Scientist,US,M
2628,SE,FT,Data Engineer,US,M
3324,SE,FT,Data Engineer,US,M
2242,MI,FT,Data Specialist,US,M
2608,SE,FT,Data Scientist,US,M
755,SE,FT,Data Engineer,US,M
1728,MI,FT,Research Engineer,US,M
687,SE,FT,Data Science Manager,US,M
2838,MI,FT,Data Operations Engineer,US,M
1520,SE,FT,Data Scientist,US,M
3259,SE,FT,Data Analyst,US,M
1424,SE,FT,Data Analyst,US,M
1460,SE,FT,Data Scientist,US,M
723,SE,FT,Data Analyst,US,M
2781,SE,FT,Data Engineer,US,M
1952,SE,FT,Data Scientist,ES,M
1922,SE,FT,Data Engineer,US,M
1668,MI,FT,Data Analyst,US,M
1577,MI,FT,Data Analyst,US,M
779,SE,FT,ML Engineer,CA,M
3162,SE,FT,Data Analytics Manager,US,M
409,SE,FT,Data Scientist,US,M
1363,SE,FT,Machine Learning Engineer,US,M
1990,MI,FT,Data Engineer,US,M
2021,MI,FT,Data Analyst,US,M
3185,SE,FT,Data Engineer,US,M
2613,SE,FT,Data Scientist,US,M
1685,SE,FT,Applied Scientist,US,M
1262,SE,FT,Machine Learning Engineer,US,M
977,SE,FT,Data Analyst,US,M
2678,MI,FT,Data Scientist,DE,S
1580,SE,FT,Data Architect,US,M
3202,MI,FT,Data Engineer,GB,M
913,MI,FT,Data Engineer,US,M
2887,MI,FT,Financial Data Analyst,US,M
3055,MI,FT,Data Analyst,US,M
380,SE,FT,Data Engineer,US,M
2997,SE,FT,Data Architect,US,M
3490,EN,FT,Data Engineer,US,M
2093,MI,FT,Data Scientist,FR,M
2995,SE,FT,Machine Learning Engineer,US,M
2998,SE,FT,Data Engineer,US,M
3449,SE,FT,Data Scientist,US,M
1882,MI,FT,Data Scientist,US,M
1984,MI,FT,Data Analyst,US,M
1433,SE,FT,Data Scientist,US,M
2848,SE,FT,Data Scientist,US,M
935,SE,FT,Data Engineer,US,M
2661,SE,FT,Data Architect,US,M
2441,SE,FT,Data Engineer,US,M
1717,SE,FT,Data Scientist,US,M
591,EN,FT,Data Scientist,CH,L
699,MI,FT,Data Scientist,US,M
207,SE,FT,Data Engineer,US,M
2450,EN,FT,Data Engineer,GB,M
768,MI,FT,Data Engineer,SI,M
1760,SE,FT,Data Scientist,US,M
1822,SE,FT,Data Engineer,US,M
149,SE,FT,Data Scientist,US,M
2688,SE,FT,Data Engineer,US,M
2788,SE,FT,Data Analyst,US,M
3531,SE,FT,Data Engineer,US,L
962,SE,FT,Research Scientist,US,M
3418,MI,FT,Machine Learning Developer,CA,M
1472,SE,FT,Analytics Engineer,US,M
2585,SE,FT,Data Scientist,US,M
736,EN,FT,AI Programmer,AU,L
2909,EN,FT,Data Scientist,ES,M
3675,EX,CT,Principal Data Scientist,US,S
3597,MI,FT,Data Engineer,TR,M
3116,SE,FT,Data Analyst,US,M
1296,SE,FT,Data Analyst,US,M
3521,SE,FT,Data Analytics Manager,US,M
320,SE,FT,Data Analyst,US,M
3322,SE,FT,Data Engineer,US,M
3359,SE,FT,Data Architect,US,M
2349,EN,FT,Data Engineer,US,M
908,MI,FT,Machine Learning Infrastructure Engineer,US,M
3684,MI,FT,Machine Learning Engineer,BE,M
358,SE,FT,Machine Learning Engineer,US,M
1522,SE,FT,BI Analyst,US,M
1306,SE,FT,Data Scientist,US,M
2421,EN,FT,Data Manager,US,M
1195,SE,FT,Data Architect,US,M
3276,SE,FT,Data Analyst,US,M
2931,SE,FT,Data Specialist,US,M
65,SE,FT,Data Engineer,US,M
142,EN,FT,Data Analyst,US,M
1743,SE,FT,Data Engineer,US,M
2690,MI,FT,Analytics Engineer,US,M
610,SE,FT,Data Analyst,US,M
3331,SE,FT,Data Engineer,US,M
2029,EN,FT,Data Scientist,US,M
1785,SE,FT,Data Architect,US,M
1684,SE,FT,Applied Scientist,US,M
1456,SE,FT,Data Engineer,US,M
1666,SE,FT,Data Engineer,US,M
2898,SE,FT,Analytics Engineer,GB,M
2311,SE,FT,Data Engineer,US,M
3601,SE,FT,Big Data Architect,CA,M
2238,SE,FT,Data Engineer,ES,M
1189,MI,FT,Data Engineer,US,M
3479,MI,FL,Data Scientist,US,M
3547,SE,FT,Data Analyst,US,S
3438,EN,FT,Data Scientist,CA,L
270,SE,FT,Analytics Engineer,US,M
3119,EN,FT,Data Engineer,IN,L
4,SE,FT,Data Scientist,CA,M
1838,SE,FT,Data Engineer,US,M
2696,SE,FT,Analytics Engineer,US,M
2057,SE,FT,Data Analyst,US,M
1061,SE,FT,Data Manager,US,M
2952,SE,FT,ETL Developer,US,M
54,SE,FT,Data Engineer,US,M
2505,SE,FT,Data Engineer,US,M
2141,SE,FT,Data Engineer,US,M
3192,EX,FT,Head of Machine Learning,IN,L
180,SE,FT,Data Engineer,US,M
586,MI,FT,Data Scientist,GB,M
1683,MI,FT,Machine Learning Engineer,US,L
3092,SE,FT,Data Specialist,US,L
3194,SE,FT,Data Engineer,US,L
1832,SE,FT,Data Science Consultant,US,M
3175,SE,FT,Data Analyst,US,M
233,SE,FT,Data Scientist,US,M
1205,EN,FT,Data Scientist,US,M
990,MI,FT,Machine Learning Engineer,US,M
780,SE,FT,ML Engineer,CA,M
1560,SE,FT,Research Scientist,US,M
3437,SE,FT,Head of Data,US,M
491,SE,FT,Data Engineer,US,M
1643,SE,FT,Data Lead,US,M
1385,SE,FT,Data Scientist,US,M
3372,SE,FT,Data Analyst,US,M
830,SE,FT,Data Scientist,US,M
377,SE,FT,Machine Learning Engineer,US,M
3315,SE,FT,Data Engineer,US,L
2945,SE,FT,Analytics Engineer,US,M
3328,SE,FT,Analytics Engineer,US,M
1731,SE,FT,Data Engineer,US,M
1355,SE,FT,Machine Learning Engineer,US,M
2315,MI,FT,Data Engineer,US,M
1139,SE,FT,Machine Learning Software Engineer,US,M
86,SE,FT,Business Intelligence Engineer,US,M
2232,SE,FT,Data Architect,US,M
2722,SE,FT,Data Scientist Lead,US,L
1651,SE,FT,Data Scientist,US,M
407,SE,FT,Machine Learning Engineer,US,M
396,EN,FT,Data Engineer,US,M
3095,MI,FT,Data Engineer,GB,M
1204,SE,FT,Data Manager,US,M
2680,SE,FT,BI Analyst,NG,S
2347,SE,FT,Machine Learning Engineer,US,M
1637,SE,FT,Data Engineer,US,M
3134,SE,FT,Data Scientist,US,L
3629,EN,FT,Machine Learning Engineer,DE,S
2482,SE,FT,Data Analyst,US,M
1026,SE,FT,Data Engineer,US,M
1641,SE,FT,Research Scientist,US,M
282,SE,FT,Data Analyst,US,M
1093,SE,FT,Data Engineer,US,M
2224,SE,FT,Data Engineer,US,M
1498,SE,FT,Data Scientist,US,M
1274,SE,FT,Data Engineer,US,M
912,MI,FT,Data Engineer,US,M
2884,SE,FT,Data Scientist,US,M
2024,MI,FT,MLOps Engineer,US,M
1647,SE,FT,Data Engineer,US,M
2673,SE,FT,Data Scientist,US,M
679,SE,FT,Data Analyst,US,M
1782,SE,FT,Data Scientist,US,M
2300,SE,FT,Data Engineer,US,M
1542,MI,FT,Data Engineer,US,M
2924,SE,FT,Data Scientist,US,M
2536,SE,FT,Data Scientist,US,L
191,MI,FT,Machine Learning Engineer,US,M
3533,EN,FT,Data Analyst,US,S
1671,SE,FT,Research Scientist,US,M
812,MI,FT,Data Science Consultant,US,M
1801,MI,FT,Machine Learning Engineer,GB,M
2456,SE,FT,Data Engineer,US,M
2970,MI,FT,Applied Machine Learning Scientist,US,M
3412,SE,FT,Data Engineer,US,M
2178,SE,FT,Data Analyst,US,M
144,SE,FT,Data Analyst,US,M
1535,SE,FT,Data Engineer,US,M
192,SE,FT,Data Scientist,US,M
2961,SE,FT,Analytics Engineer,US,M
2570,SE,FT,Marketing Data Analyst,GB,S
347,SE,FT,Data Scientist,US,M
516,EN,FT,Research Engineer,US,M
1726,SE,FT,Data Engineer,PT,M
51,SE,FT,Data Scientist,US,M
499,SE,FT,Data Engineer,US,M
3572,MI,FT,Data Engineer,US,L
2611,SE,FT,Data Scientist,US,S
3265,SE,FT,Data Analyst,US,M
2341,SE,FT,Machine Learning Engineer,US,M
2706,SE,FT,Data Engineer,US,M
1490,SE,FT,Data Analyst,US,M
3421,MI,FT,Machine Learning Engineer,US,S
1135,MI,FT,Machine Learning Engineer,US,M
2158,MI,FT,Data Analyst,US,M
487,SE,FT,Data Scientist,US,M
561,MI,FT,Data Analyst,US,M
1079,SE,FT,Data Engineer,US,M
3207,SE,FT,Machine Learning Engineer,US,M
2683,SE,FT,Lead Machine Learning Engineer,PT,L
2385,SE,FT,Data Engineer,US,M
1688,MI,FT,Data Analyst,US,M
3536,EN,PT,AI Scientist,US,M
2707,SE,FT,Data Engineer,US,M
2447,EX,FT,Head of Data,US,M
681,SE,FT,Analytics Engineer,US,M
450,MI,FT,Data Analyst,US,M
878,SE,FT,Data Engineer,US,M
893,SE,FT,Data Engineer,US,M
193,SE,FT,Data Scientist,US,M
1867,EN,FT,Machine Learning Developer,AU,M
3347,MI,FT,Data Scientist,US,M
